longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-0.13763471905356678,0.5345637659337252,-1.7959387485269518,-0.35736844073120805,-0.14200757965625313,-0.03282679000418818,-0.21817285799246428,-1.2584030225080027,-1.167387344347799,0.09159966326482628
0.8798355032122744,-0.9099789371170283,-1.6371783323563358,-0.2765148920372312,-0.4327233689746563,-0.49478361097620954,-0.41784146248726184,1.6106227568033264,0.5866108360247346,-0.9047729584932845
-0.31220068855995775,0.45509054278853744,-0.28771479490609947,-0.7991269358301432,-0.7492284621842081,-0.43520413313121986,-0.7445719062060214,-1.2204247189634698,-1.2862877652834928,0.09159966326482628
0.6204803485170628,-0.7136333269936243,0.18856645360574864,-0.913405973928334,-0.714061229605369,-0.7236033447287061,-0.7108616223302764,-1.2337356125562686,-0.056492900569054254,-0.9047729584932845
-0.8309109979503881,1.0114031048048453,-0.6052356272473315,-0.3262014303407924,-0.37645579684851377,-0.263373465143496,-0.3348623021777356,0.11483749981573144,-0.7690275398990146,0.09159966326482628
0.6204803485170628,-0.8585550868466134,0.26794666169105663,-0.11887305687411426,-0.15607447268778876,-0.1476683922271393,-0.03406284605570291,0.1498050059999885,0.9424442125476138,-0.9047729584932845
0.5656167581007607,-0.7557073863057837,0.18856645360574864,-0.053377165473965385,-0.013061060200509778,-0.3359050033895704,0.007426734099060222,0.44201081296571243,2.5471746309002206,-0.9047729584932845
1.2439302396113263,-1.3961680669464072,0.26794666169105663,1.1250971839259547,1.1521465792450256,0.6190935835170756,1.1483901883550462,0.14177621303925272,-0.29255796987203747,1.0879722850229372
0.1167328365128953,0.27744451458164765,-1.5577981242710277,0.4985951054983237,0.2588988717425125,0.44898985691616305,0.3082261902210929,0.17801142337520479,-0.8540803957508248,0.09159966326482628
-1.4493732899158949,0.875831135910115,-0.8433762515032556,-0.15681550430592464,-0.27564306345584166,-0.3013661756533445,-0.3115244133406813,0.533972184969929,1.1116820379670318,1.0879722850229372
0.550653960714505,-0.7276580134310108,1.0617487425441368,-0.03621272496909878,-0.172485847891247,-0.4507466056125215,-0.22595215427148238,2.8303654347593104,2.5471746309002206,-0.9047729584932845
-1.3446337082120619,1.1002261189082885,-0.049574170650175414,-0.2738047172206733,-0.47961301241310844,-0.4213886020367295,-0.3945035736502076,0.6622215883164182,-0.07385062625309713,2.084344906781048
0.8349471110534857,-0.7042835360353689,0.5060872859469807,-0.530367933188153,-0.6859274435422977,-0.47492378502787963,-0.6615927458964952,0.5598016570607168,-0.32727342124012326,-0.9047729584932845
