pca_1,pca_2,pca_3,target
-0.14483368667192403,0.8380805581064779,-1.654927319899407,72000.0
-0.1754787703252556,-1.692233330006913,1.1194620247745923,274100.0
-1.443135834044315,0.7907771761583556,-1.5621874992190985,58300.0
-1.4942459945636866,-0.8780522191054306,-1.0627251521692227,200000.0
-0.6631174264173075,1.2940467706937089,-0.1412889063976082,117900.0
-0.11815100656027452,-1.2330436097729829,0.5128035734320601,315100.0
0.007692799731955576,-1.460649739247374,1.828826840491683,500001.0
2.0972144353856597,-1.5072219458540566,-0.5795566990359898,172800.0
1.031978397699833,0.3312878516999379,-0.5495698270426526,108100.0
-0.4165790263865589,1.2128672325027443,1.5440271041196332,334600.0
-0.29051932347230724,-1.8622368858452523,3.514303746301979,500001.0
-0.8971266442174382,1.4628548546990208,0.8833282917874743,198000.0
-1.1186346293308727,-1.2247849513728577,-0.06067741797961325,168800.0
-1.425744030956647,-1.3719790703349102,0.03927368078231022,179300.0
0.3587417312858148,-0.9507446074833377,0.3312385533611968,248200.0
0.0880779030421587,-1.0750950450289838,0.29498629499603585,410000.0
-0.44953260388503274,1.376725744153504,1.5809503619671943,396800.0
-1.4502269916793489,-1.3133603578239492,-1.9531140941000826,56700.0
-1.3579560109381197,-0.13600045940847666,-0.041847712012779724,158000.0
-0.5940233784581739,-0.8782778249911568,0.9804507635893815,297900.0
5.802813117842174,-0.4425630848174941,-0.12546125711610753,223000.0
-1.1909585906060716,-1.076992830448058,-0.7377803717583572,161800.0
-1.3461965094149748,-1.3565331260841447,0.7624621854126581,324000.0
-0.5455627127300781,-1.7303144072542258,-0.7380905550794005,160100.0
0.27534644351707876,-0.6997428749654607,-0.9166461095262607,169200.0
-1.5029968452200624,1.0033951695673968,1.8059897257199882,291700.0
1.9206595433145326,-1.8706047092408864,1.0200757118355568,320200.0
-0.714317315085822,-1.242550649246226,0.6471796397827174,339100.0
0.7418649178773593,-0.8428032295978708,-1.2481713112395536,98300.0
8.893208844193836,3.087670586946391,-1.274934360643819,81300.0
0.04528818315323975,-1.14521341270105,-0.23537012135043772,180600.0
-0.2821690029722116,-0.9562598120177502,-1.6345534994157007,72300.0
-0.8003818827494334,-1.1027472655222292,-0.7677775077832375,128400.0
-1.0505934730641655,-1.814511266052265,2.8370141764285335,446600.0
-0.3228184896055863,-1.662547472028416,-1.1298411572551854,136700.0
-0.30381935966022977,0.43777475082744455,-1.6723151193538963,48700.0
0.3494607418028814,-1.0186519884835834,-0.5059408813293464,183400.0
-1.845845950713359,-1.6301014005003205,1.7881202705210562,500001.0
4.224835791573864,-0.3856046545029443,-0.47683004000114004,350000.0
