pca_1,pca_2,pca_3,pca_4,target
-0.15396933562098988,0.4938819852533364,-1.7864181336111344,-1.5743240056878893,72000.0
-0.08829798864854672,-1.8255364970552297,1.3252242349675794,-1.818578095360591,274100.0
-1.4516415792550181,0.4495479838771982,-1.6831374438501676,-0.5225029399391836,58300.0
-1.4142838410984009,-1.3700076603037163,-0.9499046753051086,0.057554619235702646,200000.0
-0.687401690673465,1.1074435527453228,-0.3813550123370375,-1.0562424675303863,117900.0
-0.04217258140760442,-1.4071805370229085,0.6692126291573272,0.23957394934690968,315100.0
0.08104236700790117,-1.418046089620102,2.0041400541907803,0.31271590486709344,500001.0
2.051268829805604,-0.8334648045549717,-0.1999857742128875,1.3537042111252815,172800.0
1.0242473781816988,0.2464009089940347,-0.6024390179210317,-1.3621781033057685,108100.0
-0.5109762021018456,1.7100988319281132,1.3579420508786633,-0.7598882086560547,334600.0
-0.21667722540088474,-1.5614775039991504,3.7291080731637227,0.46666442296702415,500001.0
-1.0556723879686214,2.2627246013816946,0.7334058431917506,-0.0397000910981756,198000.0
-1.0369108671028997,-1.5386704449971034,0.09558241991792178,-0.0321109357184945,168800.0
-1.3413246286435436,-1.667824174058228,0.2192405774902008,0.007627643528216867,179300.0
0.4303444303904433,-1.1720700834781441,0.4391462446693297,-0.014664694862692182,248200.0
0.15995207106009995,-1.259006775128272,0.43477889125579133,0.792168433948949,410000.0
-0.6168113542063276,2.397345112957874,1.4603337381125088,2.1845777801478548,396800.0
-1.4173713426717873,-1.5166887758082421,-1.6923698028369591,-1.088615383445158,56700.0
-1.2920504099304324,-0.6263541526134963,-0.09899590964994123,-1.619325551651298,158000.0
-0.5247179217168173,-1.0582761964492458,1.058149969836506,-0.05114870856452531,297900.0
5.790936713840173,-0.08734933946503291,0.0037423084219797313,1.07772624298754,223000.0
-1.1094817336560518,-1.4896745877950126,-0.5928426494360943,0.24991603101728688,161800.0
-1.2678646844687278,-1.514618949630678,0.9356867641454851,0.801900363453161,324000.0
-0.45225600356277684,-2.0707904722082047,-0.47742157171874666,-0.34119310634617195,160100.0
0.3447247246340155,-1.0653805269881447,-0.8168141021541554,1.407435219030885,169200.0
-1.5293408134392743,1.0820991986283515,1.578688456843203,-0.9868901383797206,291700.0
2.0045354280377072,-1.8692395888894366,1.2811134944211022,-0.8664843939932231,320200.0
-0.6377519103377407,-1.4187561445116283,0.8007477518322532,0.3579875012721224,339100.0
0.7583796907386285,-0.9033837198023634,-1.0740811115743234,-1.061561757455941,98300.0
8.815315701280797,3.0737380073877634,-1.7408712383328677,1.958483578183178,81300.0
0.12394628314619403,-1.4420272081759056,-0.0842957528872427,-0.04920509215864977,180600.0
-0.2000653110849821,-1.4782881923849873,-1.4935333095011198,-0.2351035053832605,72300.0
