longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
0.44920318725099584,0.44952178533475085,0.09803921568627451,0.04698071933662308,0.07339022498060511,0.03907060175453348,0.06825657894736842,0.06770941090467719,0.11752735040267875,0.25
0.6523904382470125,0.12114771519659939,0.13725490196078433,0.05153380475148801,0.05415050426687354,0.024075786877434904,0.055592105263157894,0.44229734762279144,0.5342266629828331,0.0
0.41434262948207135,0.4314558979808716,0.47058823529411764,0.022104085058757696,0.03320403413498836,0.026009697581210234,0.034868421052631576,0.0726679632005076,0.08928004420600327,0.25
0.6005976095617527,0.16578108395324165,0.588235294117647,0.01566871852266368,0.035531419705197825,0.016648448667283277,0.03700657894736842,0.07093005613715674,0.3814437878606686,0.0
0.3107569721115535,0.5579171094580229,0.39215686274509803,0.048735819301012354,0.05787432117920868,0.03158720816166372,0.06085526315789473,0.24700348960703994,0.2121661353973798,0.25
0.6005976095617527,0.13283740701381497,0.6078431372549019,0.06041104949890624,0.07245927075252133,0.035342918803778135,0.07993421052631579,0.25156894387663625,0.6187623968560955,0.0
0.5896414342629477,0.15621679064824656,0.588235294117647,0.06409930304726051,0.08192397207137316,0.02923288208750245,0.0825657894736842,0.28972014179114775,1.0,0.0
0.7250996015936266,0.010626992561105553,0.6078431372549019,0.1304624306862695,0.1590380139643134,0.060231508730625855,0.15493421052631579,0.25052068247334525,0.3253615449008458,0.5
0.5,0.39107332624867164,0.1568627450980392,0.09518237777890827,0.09992242048099301,0.0547100535328905,0.10164473684210526,0.2552516517013559,0.19196003315450244,0.25
0.1872509960159352,0.5270988310308184,0.3333333333333333,0.05827440606399755,0.06454615981380915,0.030353989741864963,0.062335526315789466,0.3017268727327899,0.6589684166250861,0.5
0.5866533864541825,0.1625929861849098,0.8039215686274509,0.06506587983924302,0.07137315748642357,0.025505199136747106,0.06776315789473684,0.6015503234438146,1.0,0.0
0.20816733067728954,0.5781083953241231,0.5294117647058824,0.05168642213969578,0.05104732350659426,0.02645814064295524,0.05707236842105263,0.31847146935904336,0.37732009352538753,0.75
0.643426294820717,0.16790648246546214,0.6666666666666666,0.0372386427226942,0.0373933281613654,0.024720423778693348,0.04013157894736842,0.3050992400104826,0.3171141562302836,0.0
0.6404382470119518,0.13708820403825728,0.6862745098039215,0.027115022638245917,0.02994569433669511,0.017825611704363913,0.0319078947368421,0.3122439690487028,0.3387635514905093,0.0
0.5976095617529875,0.18490967056323093,0.5686274509803921,0.08159943022841736,0.07959658650116369,0.047562992236329496,0.08733552631578947,0.2892718721121088,0.4808248213409429,0.0
0.6015936254980065,0.16153028692879978,0.6470588235294117,0.04685353817978328,0.1034910783553142,0.037781327952016594,0.09654605263157895,0.10722610722610725,0.8144316930651833,0.0
0.19123505976095423,0.553666312433581,0.9999999999999999,0.06852520730528565,0.09231962761830875,0.033016620420975924,0.09424342105263157,0.21207293692500795,0.7872153104523281,0.75
0.743027888446214,0.13283740701381497,0.21568627450980393,0.017678180800732565,0.020170674941815358,0.012079934975756048,0.017763157894736842,0.10743300092412521,0.08598108873777839,0.25
0.39243027888446136,0.2465462274176411,0.27450980392156865,0.024724016889657627,0.029014740108611325,0.011323187309061353,0.029605263157894735,0.26724458972979687,0.2948462068197657,0.0
0.5179282868525892,0.20191285866099884,0.6274509803921569,0.05084702650455308,0.06082234290147401,0.029148799013425264,0.05740131578947368,0.3315885298133819,0.5832986255726781,0.0
0.6474103585657378,0.16684378320935167,0.47058823529411764,0.23525970392226686,0.2574088440651668,0.13848482300512904,0.26726973684210525,0.28074785175376893,0.42886627271640115,0.25
0.6284860557768912,0.14771519659936239,0.6862745098039215,0.026428244391310984,0.037083010085337466,0.03256817735923092,0.0375,0.18606639908415062,0.30268122605679976,0.0
0.595617529880478,0.14240170031881005,0.8431372549019608,0.033550389174339924,0.03801396431342125,0.018666442445135795,0.0412828947368421,0.2704238562226728,0.6371128366480964,0.0
0.7300796812749013,0.04357066950053179,0.47058823529411764,0.04840514829322887,0.051823118696664075,0.029148799013425264,0.05263157894736842,0.22610032965062554,0.2991760858718108,0.0
